序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
9517,第三幕·场景1,a3s1,525,,,旁白,I nod.,我点了点头。
9518,第三幕·场景1,a3s1,526,m,主角(MC),台词,"""Alex said the investigation was botched.""",“Alex说调查搞砸了。”
9519,第三幕·场景1,a3s1,528,,,旁白,Neferu glances at me.,Neferu瞥了我一眼。
9520,第三幕·场景1,a3s1,529,n,Neferu,台词,"""The fact that the cat tipped you off is worrying...but, it is very odd. The investigation wasn't botched, but rather called off by the acting emperor.""",“那个猫向你通风报信的行为令人担忧...不过，很奇怪，调查没有搞砸，而是被代理皇帝取消了。”
9521,第三幕·场景1,a3s1,530,m,主角(MC),台词,"""Cato?""",“Cato？”
9522,第三幕·场景1,a3s1,531,n,Neferu,台词,"""Indeed. The investigators were only able to get as far as discovering a possible malicious software installed on the ship's navigations system.""",“确实。调查人员只来得及发现，飞船的导航系统可能被安装了恶意软件。”
9523,第三幕·场景1,a3s1,532,n,Neferu,台词,"""Considering software has to be installed through a port, and that the ship is heavily protected whenever outside the palace, the installation likely would have had to have happened while inside the palace.""",“考虑到软件必须通过一个端口进行安装，而且飞船在皇宫外会受到严密保护，安装很可能是在皇宫内进行的。”
9524,第三幕·场景1,a3s1,533,m,主角(MC),台词,"""So Cato.""",“所以，是Cato。”
9525,第三幕·场景1,a3s1,535,,,旁白,Neferu chuckles.,Neferu轻声笑了。
9526,第三幕·场景1,a3s1,536,n,Neferu,台词,"""More than likely, yes, but I don't understand why. Cato was good friends with the last emperor, and as far as I can tell, he was supportive of his policies.""",“没错，很有可能，不过我不明白为什么。Cato是上任皇帝的好朋友，而且据我所知，他支持他的政策。”
9527,第三幕·场景1,a3s1,537,m,主角(MC),台词,"""Well, how people act on the outside doesn't really seem to matter much around here.""",“这个吗，在这里，人们外在的演技似乎不足为奇。”
9528,第三幕·场景1,a3s1,539,n,Neferu,台词,"""Or anywhere. What convinced me of Cato's involvement however, is the fact that every single investigator has gone missing since.""",“或者任何地方的演技。不过，让我确信Cato参与其中的是，自那以后，每一位调查员都失踪了。”
9529,第三幕·场景1,a3s1,540,m,主角(MC),台词,"""What?""",“什么？”
9530,第三幕·场景1,a3s1,542,n,Neferu,台词,"""Mhm.""",“嗯。”
9531,第三幕·场景1,a3s1,543,,,旁白,I start to feel that icy fear in my chest again.,我又感到了胸口冰冷的恐惧。
9532,第三幕·场景1,a3s1,544,,,旁白,"If it is Cato, then he really is ruthless.",如果是Cato干的，那他真的是非常残忍无情。
9533,第三幕·场景1,a3s1,545,,,旁白,"What I saw happen to that doctor, Felix, could only be a taste of what Cato is capable of.",我所见的，发生在那个医生：Felix身上的事，仅仅是Cato手腕的一个缩影。
9534,第三幕·场景1,a3s1,546,n,Neferu,台词,"""Unfortunately, because there is no solid evidence linking Cato, I'm afraid it might not be very effective. It could be another last resort though.""",“不幸的是，由于没有确凿的证据表明Cato与此有关，我担心它也许不会很奏效。尽管这可能是另一种最终手段。”
9535,第三幕·场景1,a3s1,548,n,Neferu,台词,"""Anyway, would you like to go with Virginia to try and convince him with this information?""",“不管怎样，你愿意和Virginia一起去说服他吗？”
9536,第三幕·场景1,a3s1,549,m,主角(MC),台词,"""Really? You've been trying to get me to stay out of the way for the past week.""",“真的吗？在过去一周，你一直试图让我不要参与。”
9537,第三幕·场景1,a3s1,550,n,Neferu,台词,"""To keep you safe, but I've noticed that Cassius may have taken a liking to you as of late. You know him to some degree and could use that knowledge to better convince him.""",“为了保护你的安全。不过我注意到Cassius最近可能对你产生了好感。你在某些程度上了解他，并且可以利用那些知识更好地说服他。”
9538,第三幕·场景1,a3s1,551,m,主角(MC),台词,"""Well, I wouldn't say he likes me, but yeah, I can try.""",“呃，我不认为他喜欢我。不过，好的，我可以试试看。”
9539,第三幕·场景1,a3s1,552,n,Neferu,台词,"""And as I said, Virginia will be there to help as well.""",“还有如我所说，Virginia也会在现场提供帮助的。”
9540,第三幕·场景1,a3s1,553,m,主角(MC),台词,"""I assume you're not going?""",“我想你不会去吧？”
9541,第三幕·场景1,a3s1,555,,,旁白,Neferu smirks.,Neferu笑了。
9542,第三幕·场景1,a3s1,556,n,Neferu,台词,"""I am the last person he would want to see while discussing the possible end of his rule. Besides, I know I'm not going to be feeling my best tomorrow. I think I'll stay in bed for once.""",“在进行关于他的统治可能会终结的讨论时，我应该是他最不愿见到的人。此外，我明天的状况不会很好，我想我应该卧床休息一次。”
9543,第三幕·场景1,a3s1,557,m,主角(MC),台词,"""Drink more water.""",“多喝水。”
9544,第三幕·场景1,a3s1,559,,,旁白,"Neferu sighs, just sort of looking at the pitcher.",Neferu看着水罐，叹了口气。
9545,第三幕·场景1,a3s1,560,,,旁白,"I roll my eyes, reaching out to pour him another glass.",我翻了个白眼，伸手帮他又倒了一杯。
9546,第三幕·场景1,a3s1,562,n,Neferu,台词,"""Oh how kind of you.""",“喔，你真是体贴。”
9547,第三幕·场景1,a3s1,563,m,主角(MC),台词,"""I'm a slave, right?""",“我是个奴隶，不是么？”
9548,第三幕·场景1,a3s1,565,,,旁白,Neferu winces as he takes the glass from me.,Neferu在从我手中接过杯子时，退缩了一下。
9549,第三幕·场景1,a3s1,567,n,Neferu,台词,"""No...you're a Khemian, and I think we'll be very proud to have you.""",“不...你是一个克米扬。而且，我想我们会引你为傲的。”
9550,第三幕·场景1,a3s1,568,,,旁白,"With that, he once again downs the entire thing.",就这样，他再次将整件事放了下来。
9551,第三幕·场景1,a3s1,571,,,旁白,"I toss and turn most of the night, even while Neferu snores loudly in his own bed.",大半个晚上，我都在辗转反侧，甚至是Neferu在他自己床上大声打鼾的时候。
9552,第三幕·场景1,a3s1,572,,,旁白,I go over what I might be able to say to Cassius in case things go wrong for whatever reason.,我把自己能对Cassius说的话都过了一遍，以防因-不管什么原因-而出错。
9553,第三幕·场景1,a3s1,573,,,旁白,"I find that difficult to do though, especially considering how angry and unpredictable the wolf can be sometimes.",但我觉得这很难做到，特别考虑到那只狼有时是那么的易怒和无法捉摸。
9554,第三幕·场景1,a3s1,574,,,旁白,I manage to get maybe a couple hours of sleep.,我设法睡了几个小时。
9555,第三幕·场景1,a3s1,576,,,旁白,"But as soon as the sun starts shining through the opening in the roof, I'm up and ready for Virginia to come get me.",不过，阳光一从屋顶的开口照进来，我就起床做好了迎接Virginia的准备。
9556,第三幕·场景1,a3s1,577,,,旁白,"That doesn't happen until about an hour later, and Neferu only lifts his head for a moment when the wolf enters before groaning and dropping it back to the pillow.",这个状态持续了大概一个小时。Neferu只是在狼进来的时候抬了下头，然后又哼哼着躺回枕头上。
9557,第三幕·场景1,a3s1,578,,,旁白,"I'm hoping that he doesn't remember what happened yesterday, for his sake.",希望他不记得昨天发生了什么，为了他好。
9558,第三幕·场景1,a3s1,581,,,旁白,The amount of anticipation in the air is almost too much for me to handle as I follow Virginia to the throne room.,我跟随Virginia向王座厅走去，空气中的期待几乎令我难以承受。
9559,第三幕·场景1,a3s1,582,,,旁白,"It's a feeling that I haven't felt since the trials, since when I thought I was about to be able to fly back home.",这是一种自选拔之后从未有过的感受，从我以为自己可以回家的那时起。
9560,第三幕·场景1,a3s1,583,,,旁白,"Now though, it's the anticipation that I'll be able to get Amicus out of the dungeons.",不过现在，我在期待自己可以把Amicus从地牢中解救出来。
9561,第三幕·场景1,a3s1,584,,,旁白,"We pause at the door, Virginia glancing at me.",我们在门口停下，Virginia斜视着我。
9562,第三幕·场景1,a3s1,586,v,Virginia,台词,"""Remember, speak only if absolutely necessary. This is of the utmost importance.""",“记住，只在绝对有必要的情况下开口。这是最重要的。”
9563,第三幕·场景1,a3s1,587,,,旁白,I nod silently.,我无声地点了点头。
9564,第三幕·场景1,a3s1,588,,,旁白,"I get the feeling that she hadn't wanted me to come, but Neferu probably insisted.",我有一种，她不希望我来的感觉，不过Neferu坚持如此。
9565,第三幕·场景1,a3s1,589,,,旁白,"The wolf reaches out and presses the panel, opening the door.",狼伸出爪子，按在嵌板上，门开了。
9566,第三幕·场景1,a3s1,592,,,旁白,"I follow her in and immediately spot Cassius on his throne, still on his little booster seat, but there's someone else too.",我跟着她走了进去，第一眼就看到了坐在自己王座上的Cassius-还有他的小加高椅。还有，现场还有其他人在。
9567,第三幕·场景1,a3s1,593,,,旁白,"We'd chosen today because Cato still hadn't returned from his trip, thus leaving Cassius alone.",我们之所以选择今天，是因为Cato还没有从他的出行中归来，因此，只剩下了Cassius。
9568,第三幕·场景1,a3s1,594,,,旁白,"Now though, Alex is here, kneeling beside the throne, his head on the armrest while Cassius strokes his head, his other paw occupied with a tablet-like device.",然而现在，Alex也在这里。他跪在王座旁，把头靠在扶手上。Cassius轻抚着他的头，另一只爪子在一个平板一样的装置上忙活着。
9569,第三幕·场景1,a3s1,595,,,旁白,He glances up.,他抬起了头。
9570,第三幕·场景1,a3s1,597,c,Cassius,台词,"""Ah, sister...and [mc]. What was it you needed?""",“啊，妹妹...还有[mc]。你们有什么事？”
9571,第三幕·场景1,a3s1,598,,,旁白,Virginia is silent until we stop at the base of the steps.,Virginia一言不发，直到我们停在台阶的底部。
9572,第三幕·场景1,a3s1,599,,,旁白,"I come to a stop just behind her, to her left.",我从她身后走上前，站在她的左手边。
9573,第三幕·场景1,a3s1,601,,,旁白,"Cassius narrows his eyes as he looks down at us, probably realizing that this is no ordinary visit.",Cassius低头看着我们，眯起了眼睛，也许意识到了这不是一次普通的访问。
9574,第三幕·场景1,a3s1,603,,,旁白,"Meanwhile, Alex just stares at us inquisitively, looking innocent and oblivious as he always tries to.",与此同时，Alex只是好奇地注视着我们，就像他一直试图表现出的样子，无辜与无知。
9575,第三幕·场景1,a3s1,607,v,Virginia,台词,"""Brother...I have something very, very important to discuss with you.""",“哥哥...我有一些非常，非常重要的事情要和你讨论。”
9576,第三幕·场景1,a3s1,608,,,旁白,"Cassius regards her for a moment, then glances at me.",Cassius凝视了她一会儿。
9577,第三幕·场景1,a3s1,610,c,Cassius,台词,"""Why is he here?""",“ 他为什么在这里？”
9578,第三幕·场景1,a3s1,612,v,Virginia,台词,"""It involves him. It involves all of us, actually.""",“这牵扯到他。事实上，这牵扯到我们所有人。”
9579,第三幕·场景1,a3s1,614,,,旁白,"Cassius frowns deeply, expression growing more and more sour.",Cassius眉头紧锁，表情越来越酸涩。
9580,第三幕·场景1,a3s1,615,c,Cassius,台词,"""And what is it, Virginia?""",“那么，是什么事，Virginia？”
9581,第三幕·场景1,a3s1,616,,,旁白,Virginia takes a deep breath.,Virginia深吸了一口气。
9582,第三幕·场景1,a3s1,618,v,Virginia,台词,"""Cassius...you must abdicate.""",“Cassius...你必须退位。”
9583,第三幕·场景1,a3s1,621,,,旁白,"It takes Cassius a moment to take that in, but when he does, his eyes widen and his nostrils flare, leaning back in his throne like he's been slapped.",Cassius花了些时间才接纳了这句话。同时他瞪大了眼睛，鼻孔张开，像是被扇了一巴掌似的，往后靠在王座上。
9584,第三幕·场景1,a3s1,623,c,Cassius,台词,"""E—excuse me?""",“不-不好意思？”
9585,第三幕·场景1,a3s1,624,,,旁白,I wonder if this is the best way to go about telling Cassius that we're about to try and take the throne from him.,我不知道这是不是告诉Cassius，我们要从他手中夺走皇位的最佳说法。
9586,第三幕·场景1,a3s1,625,,,旁白,"I look around, wondering if there are any drones that he might use to blast us with.",我环顾四周，寻找周围是否有他可能会用来轰炸我们的无人机。
9587,第三幕·场景1,a3s1,626,v,Virginia,台词,"""Cassius, we all know that this is illegitimate. You must consider—""",“Cassius，我们都知道，这是不合法的。你必须顾及-”
9588,第三幕·场景1,a3s1,628,c,Cassius,台词,"""Enough! I will hear no talk of this...from my own sister, no less! Leave at once.""",“够了！我不会听的...就算你是我的亲妹妹！马上离开。”
9589,第三幕·场景1,a3s1,629,,,旁白,"The young wolf is shaking in his seat, wide-eyed, ears flat.",年轻的狼在王座上颤抖着，睁大眼睛，耳朵扁平。
9590,第三幕·场景1,a3s1,630,v,Virginia,台词,"""Well, you must hear it.""",“你必须要听。”
9591,第三幕·场景1,a3s1,632,c,Cassius,台词,"""I must not! I followed every protocol. I am in my rightful place. Leave now or I will have the drones escort you.""",“我没那个必要！我遵守了所有的规定，我的地位是应得的。马上离开，否则我就让无人机押你们走。”
9592,第三幕·场景1,a3s1,634,,,旁白,"Alex is sitting up straight now, staring at us, his ears perked, and I kind of wish that we could have had him leave the room.",现在，Alex坐直了身子，凝视着我们，耳朵也竖了起来。我有点儿希望我们能让他从房间里出去。
9593,第三幕·场景1,a3s1,636,,,旁白,"Virginia remains calm, simply gazing back up at Cassius with an almost stoic look.",Virginia依然很镇定，用一种泰然的眼神望着上面的Cassius。
9594,第三幕·场景1,a3s1,637,v,Virginia,台词,"""Brother, you must hear it, because we have proof of your deception.""",“哥哥，你一定要听，因为我们有你欺骗的证据。”
9595,第三幕·场景1,a3s1,638,,,旁白,"Cassius seems to have recovered from his initial shock, though he's still trembling a bit, chest heaving for breath.",Cassius似乎已经从最初的震惊中恢复了过来，尽管他还在微微颤抖，大口喘着气。
9596,第三幕·场景1,a3s1,640,c,Cassius,台词,"""What...proof?""",“什么...证据？”
9597,第三幕·场景1,a3s1,641,,,旁白,Virginia takes a deep breath.,Virginia深吸一口气。
9598,第三幕·场景1,a3s1,643,v,Virginia,台词,"""You know that we already know about the staging, but we have footage of the third trial...all of it.""",“你知道，我们已经了解那场演出了。我们有第三场比赛的录像...全过程。”
9599,第三幕·场景1,a3s1,644,,,旁白,"Cassius stays quiet, unsure of what to say.",Cassius保持着沉默，无话可说。
9600,第三幕·场景1,a3s1,645,v,Virginia,台词,"""We have contacts in Adastra that will release it to the public tomorrow evening.""",“我们在阿达斯特拉的联系人，会于明晚将它公之于众。”
9601,第三幕·场景1,a3s1,647,,,旁白,Cassius swallows hard.,Cassius艰难地吞了口唾沫。
9602,第三幕·场景1,a3s1,649,c,Cassius,台词,"""I will close the news channels.""",“我将关闭新闻频道。”
9603,第三幕·场景1,a3s1,650,v,Virginia,台词,"""Not only to the news channels, but in portable formats as well that may be copied and spread. You will not be able to stop all of it.""",“不仅是新闻频道，还有可复制和传播的便携式格式。你无法全部阻止它们。”
9604,第三幕·场景1,a3s1,652,,,旁白,"Cassius opens his mouth, then closes it, then opens it again...then closes it.",Cassius张开嘴，然后合上，然后再次张开...又再次合上。
9605,第三幕·场景1,a3s1,653,,,旁白,He didn't see this coming at all.,他完全没有预料到。
9606,第三幕·场景1,a3s1,655,,,旁白,"Finally, his shoulders drop and he stares at the floor.",在最后，他垂下了肩，盯着地板。
9607,第三幕·场景1,a3s1,656,c,Cassius,台词,"""Virginia...how could you do this to me?""",“Virginia...你怎么能如此对我？”
9608,第三幕·场景1,a3s1,658,,,旁白,"Virginia frowns, actually looking a bit sad.",Virginia皱着眉，实际上，她看起来有一些悲伤。
9609,第三幕·场景1,a3s1,659,v,Virginia,台词,"""How could you take the throne in such a dishonest manner? Mother taught you better.""",“你怎么能以如此欺瞒的手段继承皇位？母亲不是这样教导你的。”
9610,第三幕·场景1,a3s1,661,c,Cassius,台词,"""Do not speak of mother!""",“不许提起母亲！”
9611,第三幕·场景1,a3s1,662,,,旁白,Cassius's response is instant and angry before he deflates again.,Cassius的反应非常迅速与愤怒，然后又失去了锐气。
9612,第三幕·场景1,a3s1,664,,,旁白,The silence stretches out for a while before Virginia speaks again.,沉默持续了一段时间后，Virginia再次开口。
9613,第三幕·场景1,a3s1,665,v,Virginia,台词,"""I know you Cass. I know you're an honest, honorable wolf. I know you don't want the emperorship like this.""",“我了解你，Cass。我知道你是一个诚实、正直的狼。我知道你不想要这样的皇位。”
9614,第三幕·场景1,a3s1,666,,,旁白,Cassius goes on staring off into space.,Cassius继续凝视着天空。
9615,第三幕·场景1,a3s1,667,m,主角(MC),台词,"""Do you even want to be emperor, Cassius?""",“你真的想成为皇帝吗，Cassius？”
9616,第三幕·场景1,a3s1,669,,,旁白,"Virginia looks sharply over at me, but I ignore her for now, looking right up at Cassius.",Virginia尖锐地看了过来，不过我无视了她，直视着Cassius。
9617,第三幕·场景1,a3s1,671,,,旁白,He turns his gaze slowly to me.,他慢慢将目光转向了我。
9618,第三幕·场景1,a3s1,672,c,Cassius,台词,"""What sort of question is that?""",“这算什么问题？”
9619,第三幕·场景1,a3s1,673,m,主角(MC),台词,"""Remember when we saw the parents together?""",“还记得我们一起看到Parent的时候么？”
9620,第三幕·场景1,a3s1,675,,,旁白,"Cassius instantly bristles, his ears turning a deep red.",Cassius的毛发立即怒立了起来，耳朵变得深红。
9621,第三幕·场景1,a3s1,676,m,主角(MC),台词,"""You remember what they said, right?""",“你记得他们说了什么，对不对？”
9622,第三幕·场景1,a3s1,677,c,Cassius,台词,"""I don't remember.""",“我不记得。”
9623,第三幕·场景1,a3s1,678,m,主角(MC),台词,"""Sure, anyway, you know what the parents think, what they want. Just...listen to them, they only want what's best for this empire.""",“不管怎样，你知道Parent们的想法、他们要的是什么。只要...听从他们，他们只会为帝国做最好的打算。”
9624,第三幕·场景1,a3s1,679,,,旁白,"Cassius closes his eyes, taking a deep breath.",Cassius闭上双眼，深吸了一口气。
9625,第三幕·场景1,a3s1,681,c,Cassius,台词,"""Why are you doing this to me?""",“为什么要这样对我？”
9626,第三幕·场景1,a3s1,682,,,旁白,"He says it quietly, and I'm not sure if he's talking to me, Virginia, or the both of us.",他说得很安静，我不确定他的对象是我、是Virginia，还是我们两个。
9627,第三幕·场景1,a3s1,684,v,Virginia,台词,"""Because we also want what's best for the empire Cassius, and that involves a legitimate emperor that rightfully sits upon the throne.""",“因为我们同样想让帝国得到最好的结果，就是一位正当地坐在王位上的，正当的皇帝。”
9628,第三幕·场景1,a3s1,686,c,Cassius,台词,"""I can't just abdicate. How many emperors have even done that? The humiliation would be too great.""",“我不能就这么退位。有多少皇帝做过这种事？这是莫大的耻辱。”
9629,第三幕·场景1,a3s1,687,,,旁白,"For the first time, I hear some resignation in Cassius's voice, and I actually do believe that he doesn't want this emperorship anymore.",这是第一次，我从Cassius的话里听到了无可奈何，我确实相信他不想继续这样的皇位。
9630,第三幕·场景1,a3s1,688,,,旁白,I jump in again.,我再次开口了。
9631,第三幕·场景1,a3s1,689,m,主角(MC),台词,"""We can make up any story you want, Cassius. It doesn't have to be a shameful thing. We can make it seem honorable...even though I think it already is if you do step down.""",“我们可以编造任何你想要的故事，Cassius。这不一定是件可耻的事。我们可以让它看起来很光荣...虽然我认为你的退位本身就是。”
9632,第三幕·场景1,a3s1,690,,,旁白,"Again, Cassius is silent, and I can only imagine all of the things that are going through his head right now.",Cassius还是沉默不语，我只能想象着现在，他脑子里发生的所有事情。
9633,第三幕·场景1,a3s1,691,,,旁白,"He knows that the release of the footage will destroy his image, cause unrest, probably to the point that he'd never be able to recover if he remained on the throne.",他清楚，录像的公布会毁了他的形象、引起骚乱，也许会到一个他无法挽回的地步-如果他执意不肯放弃皇位的话。
9634,第三幕·场景1,a3s1,692,,,旁白,He already knows that he's been beaten.,他清楚，自己已经输了。
9635,第三幕·场景1,a3s1,694,,,旁白,"Alex, meanwhile, continues to sit at his side, just staring at the two of us.",与此同时，Alex始终坐在他的旁边，只是盯着我们。
9636,第三幕·场景1,a3s1,695,,,旁白,"I'm surprised he hasn't said anything at all, and again I'm not sure whose side he's on.",我很惊讶从始至终他一句话也没有说，我还是不确定他站在哪一边。
9637,第三幕·场景1,a3s1,697,v,Virginia,台词,"""Also, you need to demote Cato from Advisor, otherwise he will become acting emperor again.""",“还有，你需要把Cato从顾问降职，否则他将再次成为代理皇帝。”
9638,第三幕·场景1,a3s1,698,,,旁白,Cassius looks sharply at us.,Cassius尖锐地看向了我们。
9639,第三幕·场景1,a3s1,700,m,主角(MC),台词,"""We know he's behind all of this...that you're a puppet, Cassius.""",“我们知道他是幕后黑手...你是一个傀儡，Cassius。”
9640,第三幕·场景1,a3s1,704,,,旁白,Cassius bristles and Virginia shoots me another warning look.,Cassius的毛再次怒立了起来，Virginia也再次投来了警告的目光。
9641,第三幕·场景1,a3s1,705,m,主角(MC),台词,"""But you're still the emperor. You have complete power over your advisor; you can easily cut those strings.""",“不过你依然是皇帝。你对你的顾问有绝对的控制权。你可以轻易地切断那些线。”
9642,第三幕·场景1,a3s1,706,,,旁白,"Cassius looks about ready to say something, to protest, but again he slumps down, just glaring at his knees.",Cassius似乎准备说些什么，以示抗议，不过他又一次瘫了下去，瞪着自己的膝盖。
9643,第三幕·场景1,a3s1,708,c,Cassius,台词,"""That would automatically make Amicus emperor.""",“Amicus会因此而自动成为皇帝。”
9644,第三幕·场景1,a3s1,709,,,旁白,"It's not a question, just a defeated statement.",这不是一个问题，只是败者的陈述罢了。
9645,第三幕·场景1,a3s1,710,,,旁白,We don't say anything.,我们什么也没有说。
9646,第三幕·场景1,a3s1,712,c,Cassius,台词,"""I suppose he was always destined to be that. I was a fool to think I could make this work.""",“我想，他始终都是那个天命之人。我真傻，以为自己能够做到。”
9647,第三幕·场景1,a3s1,714,,,旁白,Virginia's ears perk up and I feel a swooping feeling in my chest like I just missed a step.,Virginia的耳朵振了起来，我感到胸口有一股俯冲的感觉，就像我刚刚踩空了一步似的。
9648,第三幕·场景1,a3s1,715,,,旁白,"Alex just looks up at Cassius, frowning.",Alex皱着眉，抬头看向Cassius。
9649,第三幕·场景1,a3s1,716,,,旁白,Cassius shakes his head.,Cassius摇了摇头。
9650,第三幕·场景1,a3s1,718,c,Cassius,台词,"""I'll need to think. You said tomorrow evening?""",“我需要思考一下。你说是明晚？”
9651,第三幕·场景1,a3s1,719,v,Virginia,台词,"""The fourteenth hour.""",“第十四时。”
9652,第三幕·场景1,a3s1,720,,,旁白,"Cassius sighs, then nods.",Cassius叹了口气，然后点了点头。
9653,第三幕·场景1,a3s1,721,c,Cassius,台词,"""I see. I will make an announcement tomorrow after breakfast. I need to meditate.""",“明白了。我会在明天早餐后公布。我需要冥想。”
9654,第三幕·场景1,a3s1,723,v,Virginia,台词,"""Certainly.""",“当然。”
9655,第三幕·场景1,a3s1,724,,,旁白,"Cassius drops his paw to his lap and picks up the glass tablet again, and just like that, we're dismissed.",Cassius的爪子掉落在了膝盖上，然后又拿起那块玻璃板，就这样，我们准许退席了。
9656,第三幕·场景1,a3s1,726,,,旁白,"As Virginia turns to go, I quickly speak up.",就在Virginia转身离开的时候，我快速说了出来。
9657,第三幕·场景1,a3s1,727,m,主角(MC),台词,"""Uh, Cassius? Can I see Amicus again?""",“呃，Cassius？我能再去见一下Amicus吗？”
9658,第三幕·场景1,a3s1,728,,,旁白,He rolls his eyes.,他翻了个白眼。
9659,第三幕·场景1,a3s1,730,c,Cassius,台词,"""Gods...yes, in fact—""",“神啊...可以，实际上-”
9660,第三幕·场景1,a3s1,731,,,旁白,He looks up at the ceiling.,他抬头看向天花板。
9661,第三幕·场景1,a3s1,733,c,Cassius,台词,"""Com, set [mc]'s access to the dungeons as unrestricted...he'll be free by tomorrow anyway, I'm sure.""",“Com，把[mc]进入地牢的权限设为不受限制...反正明天他就恢复自由了，我确定。”
9662,第三幕·场景1,a3s1,734,m,主角(MC),台词,"""Thank you.""",“谢谢你。”
9663,第三幕·场景1,a3s1,736,,,旁白,"I bow because it feels like the right thing to do, but Cassius only grunts in response.",我鞠了一躬，因为我觉得应该这样做，不过作为回应，Cassius只是哼了几声。
9664,第三幕·场景1,a3s1,737,,,旁白,"I then quickly follow Virginia out into the hallway, almost skipping with relief and excitement.",然后，我迅速跟着Virginia回到了走廊上。带着激动和解脱的心情，几乎蹦了起来。
9665,第三幕·场景1,a3s1,740,m,主角(MC),台词,"""Holy shit, that was easy!""",“我的天呐，这么简单！”
9666,第三幕·场景1,a3s1,741,,,旁白,I whisper to the she-wolf as she maintains that stoic look.,我小声对母狼说，因为她依然保持着坚忍的表情。
9667,第三幕·场景1,a3s1,743,v,Virginia,台词,"""It really was, wasn't it? It seems that Cassius isn't enjoying his position on the throne after all.""",“确实，不是么？看来Cassius终究不享受他的皇位。”
9668,第三幕·场景1,a3s1,744,m,主角(MC),台词,"""Did he think it would be easy?""",“他觉得这很轻松吗？”
9669,第三幕·场景1,a3s1,745,v,Virginia,台词,"""I think he never looked past beating Amicus. Now that he has, well...""",“我不认为他有考虑过击败Amicus之后的事情。现在他有了，嗯...”
9670,第三幕·场景1,a3s1,746,,,旁白,I shake my head.,我摇了摇头。
9671,第三幕·场景1,a3s1,747,m,主角(MC),台词,"""If that was his only reason, then he deserves this.""",“如果这是他唯一的理由，那这个下场是他应得的。”
9672,第三幕·场景1,a3s1,748,v,Virginia,台词,"""Well, I don't believe it was his only reason, he simply didn't prepare himself beyond the trials.""",“我相信他并非只有这个理由，他只是没有为选拔之外的事做好准备。”
9673,第三幕·场景1,a3s1,749,,,旁白,Virginia side-eyes me.,Virginia斜看向我。
9674,第三幕·场景1,a3s1,751,v,Virginia,台词,"""And don't get too excited just yet. Nothing is final until Cassius says the words.""",“现在先别太激动。在Cassius说出那些话前，一切都还不确定。”
9675,第三幕·场景1,a3s1,752,m,主角(MC),台词,"""Yeah, but it looks like he's definitely going to.""",“是啊，不过看起来，他肯定会说的。”
9676,第三幕·场景1,a3s1,753,v,Virginia,台词,"""It does, yes, but remain careful and vigilant, also—""",“确实，但依然需要保持谨慎，还有-”
9677,第三幕·场景1,a3s1,754,,,旁白,Virginia pauses as we reach a branch in the hallway where we would part ways so that I can go to the dungeons.,当我们来到了走廊上的一个分岔口时，Virginia的话中断了。为了去地牢，我将在这里与她分开。
9678,第三幕·场景1,a3s1,755,,,旁白,"I stop and look up at her, stepping from one foot to the other, eager to tell Amicus the news.",我停下来，抬头看向她，两只脚来回踏着步，急切地想把这个消息告诉Amicus。
9679,第三幕·场景1,a3s1,757,v,Virginia,台词,"""You've noted my loyalty to Amicus over the past week, yes?""",“在过去一周，你已经注意到了我对Amicus的忠诚，是吗？”
9680,第三幕·场景1,a3s1,758,m,主角(MC),台词,"""Uh, yeah?""",“呃，是的？”
9681,第三幕·场景1,a3s1,759,v,Virginia,台词,"""At the very least, this would be deserving of some time of official position, don't you think?""",“至少，这足够在之后得到一个官方的职位，你不这么认为么？”
9682,第三幕·场景1,a3s1,760,m,主角(MC),台词,"""You wanna be chief advisor, right?""",“你想当首席顾问，对吧？”
9683,第三幕·场景1,a3s1,762,v,Virginia,台词,"""Yes. And you are very close to him.""",“是的，而且你与他非常亲密。”
9684,第三幕·场景1,a3s1,763,m,主角(MC),台词,"""I'll get him to make it happen.""",“我会让他同意的。”
9685,第三幕·场景1,a3s1,765,,,旁白,The wolf almost looks shocked.,狼看上去几乎被震惊到了。
9686,第三幕·场景1,a3s1,766,,,旁白,I don't know why though; I'd assumed this was always part of the plan.,虽然我不知道为什么：我一直觉得这是计划的一部分。
9687,第三幕·场景1,a3s1,768,v,Virginia,台词,"""Thank you, [mc].""",“谢谢你，[mc]。”
9688,第三幕·场景1,a3s1,769,m,主角(MC),台词,"""Of course. I'll see you later today.""",“别客气。今天晚些时候见。”
9689,第三幕·场景1,a3s1,772,,,旁白,"I leave the wolf standing there, trying not to walk too fast on my way to the dungeons.",我离开了站在原地的狼，在去往地牢的路上尽量不走得那么快。
9690,第三幕·场景1,a3s1,775,,,旁白,"Amicus is shocked when I tell him the news, obviously, but like Virginia, he tells me to stay cautious.",我把消息告诉给Amicus的时候，他非常地震惊，显而易见。不过和Virginia一样，他告诉我要保持谨慎。
9691,第三幕·场景1,a3s1,776,,,旁白,Anything can happen between now and when Cassius makes the announcement.,从现在，到Cassius宣布期间，任何事情都有可能发生。
9692,第三幕·场景1,a3s1,777,,,旁白,And we're definitely not guaranteed an abdication during said announcement.,而且我们也不能确定那个宣告一定是关于退位的。
9693,第三幕·场景1,a3s1,778,,,旁白,"Either way, I promise Amicus to come back down first thing in the morning to tell him the news.",不管怎样，我向Amicus保证，明天一早就回来告诉他相关消息。
