序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
975,第一幕·场景3,a1s3,203,,,旁白,But that's when I feel someone stand next to me and I look up to see Neferu.,不过就在这时，有人站在了我身旁。我定睛一看，对方是Neferu。
976,第一幕·场景3,a1s3,212,n,Neferu,台词,"""Actually, I too am very nearly freezing.""","""其实，我也快被冻僵了。"""
977,第一幕·场景3,a1s3,214,a,Amicus,台词,"""Really? You have fur, Neferu.""","""真的吗？你有毛啊，Neferu。"""
978,第一幕·场景3,a1s3,216,n,Neferu,台词,"""Yes, I've noticed, but it is much, much shorter than yours.""","""我当然知道，但我的毛比你们短得多，非常多。"""
979,第一幕·场景3,a1s3,217,,,旁白,"Though I can tell Neferu is trying to make me feel less self-conscious, I can see that his body is also shivering slightly, and I can hear it in his voice too.",我知道Neferu是在帮我解围，不过可以看到他的身体也在微微发抖，他的声音也一样。
980,第一幕·场景3,a1s3,219,b,Bjarni,台词,"""Not a problem! We'll escort the two of you to a tailor. A curfew was imposed on the city in preparation for the visit, thus it should not be a problem.""","""没关系！我们可以护送二位去裁缝铺。因为这次访问的缘故，该城实施了宵禁，还请放心。"""
981,第一幕·场景3,a1s3,220,b,Bjarni,台词,"""In fact, it's best to do it now while you make your arrival speech, Amicus. The others will not need to be present for it, after all, aside from Cassius.""","""事实上，最好现在动身，趁着Amicus演讲的功夫。毕竟只有Cassius需要出席。"""
982,第一幕·场景3,a1s3,221,a,Amicus,台词,"""Are you escorting them, then?""","""那么由你来护送他们？"""
983,第一幕·场景3,a1s3,223,b,Bjarni,台词,"""I was thinking the Khemian ambassador to Adastra might be able to do that. He needs to become more familiar with his fellow Khemian, anyway!""","""我想克希米亚驻阿达斯特拉大使应该能胜任这一职。再说，他需要多熟悉一下自己的克米扬同胞嘛！"""
984,第一幕·场景3,a1s3,225,a,Amicus,台词,"""Where--""","""Brunis在-"""
985,第一幕·场景3,a1s3,230,unk,?????,台词,"""I'm here! Sorry for bein' late. Misplaced my damn pa... my medication, I mean.""","""我在这儿！不好意思来晚了，我把我的烟...药，搞混了。"""
986,第一幕·场景3,a1s3,235,,,旁白,"A deep, gruff voice comes from up the trail to the landing site, and I look to see a new creature.",低沉、粗哑的声音从通往停机坪的小道上传来，一个陌生的生物出现在我眼前。
987,第一幕·场景3,a1s3,237,,,旁白,"Well, not completely new.",好吧，也不算完全陌生。
988,第一幕·场景3,a1s3,238,,,旁白,"Despite not having heard the voice before, I do recognize the wolverine.",尽管头一次听到他的声音，但我认识这只狼獾。
989,第一幕·场景3,a1s3,239,,,旁白,"I'd seen him at the university about a month ago, but only for a few seconds.",大约一个月前，我在学院里和他有过一面之缘。
990,第一幕·场景3,a1s3,240,,,旁白,"Neferu seems to be familiar with him, though.",不过Neferu似乎跟他很熟。
991,第一幕·场景3,a1s3,242,n,Neferu,台词,"""Brunis! I was wondering if you'd been dragged to this little outing of ours.""","""Brunis！我还在想你会不会来参加我们这场小郊游呢。"""
992,第一幕·场景3,a1s3,243,br,Brunis,台词,"""Of course I was. I'm not doing much else on this damn moon, after all!""","""那还用说，我在这颗星球上都快闷死了！"""
993,第一幕·场景3,a1s3,245,b,Bjarni,台词,"""Fantastic! Brunis shall be your escort.""","""好极了！护送二位的任务就交给Brunis了。"""
994,第一幕·场景3,a1s3,247,br,Brunis,台词,"""Escort? For what?""","""护送？为什么？"""
995,第一幕·场景3,a1s3,249,b,Bjarni,台词,"""These two need a tailor.""","""这两位得找个裁缝。"""
996,第一幕·场景3,a1s3,251,br,Brunis,台词,"""I don't know where the hell that--""","""这跟我有-"""
997,第一幕·场景3,a1s3,255,b,Bjarni,台词,"""Moving on!""","""出发吧！"""
998,第一幕·场景3,a1s3,260,,,旁白,"The large bear makes brisk ""come on"" gestures to the rest of the group.",大熊麻利地对其他人做了个‘跟我来’的手势。
999,第一幕·场景3,a1s3,262,,,旁白,"Amicus looks unsure of what to do, but I give him a reassuring smile.",Amicus似乎拿不定主意，于是我给了他一个安慰的微笑。
1000,第一幕·场景3,a1s3,263,m,主角(MC),台词,"""I'll be fine! See you in a bit after your speech, okay?""","""没事的！演讲结束见，好吗？"""
1001,第一幕·场景3,a1s3,265,a,Amicus,台词,"""Alright. Sorry for not thinking ahead.""","""好吧。抱歉，是我考虑不周。"""
1002,第一幕·场景3,a1s3,266,m,主角(MC),台词,"""I don't think any of us did. I'll see you again soon.""","""我想大伙都没有。那么之后见了。"""
1003,第一幕·场景3,a1s3,267,,,旁白,"Despite our talk earlier about PDA, Amicus pulls me into a quick hug before letting go.",尽管之前谈过公开秀恩爱的话题，但Amicus还是拥抱了我一下。
1004,第一幕·场景3,a1s3,269,a,Amicus,台词,"""Okay, I trust you are in good hands. Love you.""","""嗯，相信你会得到很好的照顾的。爱你。"""
1005,第一幕·场景3,a1s3,270,m,主角(MC),台词,"""Love you too.""","""我也爱你。"""
1006,第一幕·场景3,a1s3,272,,,旁白,"Then the greater part of our delegation heads up another trail, toward a smaller grouping of buildings away from the city.",在这之后，代表团的大部分成员沿着另一条小径，朝着远离城市的小型建筑群离开了。
1007,第一幕·场景3,a1s3,275,br,Brunis,台词,"""What the hell? I don't know where anything is in this city is except the restaurant I went to for lunch. And by the way, it was the blandest meal I've ever had.""","""搞毛啊？除了吃午饭的那家餐厅，我压根没去过其他地方好不好。顺带一提，那是我吃过最淡的一顿饭。"""
1008,第一幕·场景3,a1s3,277,br,Brunis,台词,"""And since when did I become an escort service? I'm the goddamn Khemian ambassador to Adastra! Looks pretty suspect when they shove off the two Khemians and abandoned alien right at the get-go.""","""而且护送什么时候变成我的活儿了？我可是克希米亚驻阿达斯特拉大使！瞧他们急着把两个克米扬跟一个被遗弃的外星人支走的样，太可疑了。"""
1009,第一幕·场景3,a1s3,279,n,Neferu,台词,"""Manners, Brunis. You haven't introduced yourself to [mc], the 'abandoned alien'.""","""注意礼貌，Brunis。你还没有向[mc]做自我介绍，就是那个‘被遗弃的外星人’。"""
1010,第一幕·场景3,a1s3,281,br,Brunis,台词,"""Really, Neferu? You're freezing your ass off... and so is he! I think his lips are turning blue.""","""有没有搞错，Neferu？你都快冻死了...还有他！他的嘴是不是变蓝了？"""
1011,第一幕·场景3,a1s3,282,,,旁白,The wolverine's much less formal style has me feeling much more comfortable in his presence compared to most others I meet on this moon.,与在这颗星球上遇到的大多数人相比，这只狼獾不那么正经的风格给了我不少好印象。
1012,第一幕·场景3,a1s3,283,m,主角(MC),台词,"""Hello, I'm the...""","""你好，我是..."""
1013,第一幕·场景3,a1s3,284,,,旁白,"I have to think for a moment since I'm so used to being referred to as a ""pet"".",我不得不思考一下，毕竟我已经习惯被称为‘宠物’了。
1014,第一幕·场景3,a1s3,285,m,主角(MC),台词,"""... the Emperor's companion.""","""...皇帝的伴侣。"""
1015,第一幕·场景3,a1s3,287,br,Brunis,台词,"""Nice meeting ya. You already heard who I am, eh? Anyway, let's get you some warmth.""","""你好呀。你应该听说过我吧？总之，取暖要紧。"""
1016,第一幕·场景3,a1s3,289,n,Neferu,台词,"""[mc], do you need to find shelter? You look to be on the verge of hypothermia.""","""要先帮你找个住处吗，[mc]？你看起来快患上低温症了。"""
1017,第一幕·场景3,a1s3,290,,,旁白,I shake my head as I stomp my sandal-clad feet.,我跺了跺穿凉鞋的脚，摇摇头。
1018,第一幕·场景3,a1s3,291,m,主角(MC),台词,"""I'll be good once we start moving.""","""没事，活动起来就暖和了。"""
1019,第一幕·场景3,a1s3,293,br,Brunis,台词,"""Right, let's get a move on, then!""","""那咱们这就出发吧！"""
1020,第一幕·场景3,a1s3,297,,,旁白,"I do start to feel a bit better as I copy the quick pace of my two furry companions, feeling more numb than cold as we enter the seemingly-deserted city.",我模仿两个毛茸茸的伙伴迈开步伐，感觉确实好了点。当终于进入这座被遗弃似的城市时，我感觉更多的不是寒冷，而是麻木。
1021,第一幕·场景3,a1s3,298,,,旁白,"Meanwhile, the two banter ahead of me.",与此同时，那两个人在前面有说有笑。
1022,第一幕·场景3,a1s3,300,br,Brunis,台词,"""So why the hell did you show up here without a heat source, Nef?""","""你怎么也不带个取暖的东西过来，Nef？"""
1023,第一幕·场景3,a1s3,302,n,Neferu,台词,"""I had other matters on my mind, Brunis.""","""我还有别的事要考虑，Brunis。"""
1024,第一幕·场景3,a1s3,304,br,Brunis,台词,"""Probably not now, eh? Haha!""","""现在考虑不了了吧？哈哈！"""
1025,第一幕·场景3,a1s3,306,n,Neferu,台词,"""I assume you have drones? I'd rather not wear wolven fashion.""","""你应该有无人机吧？相比较而言，我不想穿沃尔文的衣服。"""
1026,第一幕·场景3,a1s3,308,br,Brunis,台词,"""Of course I do. Wouldn't want to ruin your pretty looks, would we?""","""当然啦，可不能毁了你那张俊脸呢。"""
1027,第一幕·场景3,a1s3,309,m,主角(MC),台词,"""Drones?""","""无人机？"""
1028,第一幕·场景3,a1s3,310,,,旁白,Brunis glances back at me.,Brunis回头看了我一眼。
1029,第一幕·场景3,a1s3,312,br,Brunis,台词,"""Yeah. I know they wanted us to take you to a tailor, or something, but Khemian climate drones let you control your own temperature and such.""","""对。他们是让我带你们去裁缝铺之类的地方，不过克希米亚的气候无人机用来调节体温绰绰有余了。"""
1030,第一幕·场景3,a1s3,313,m,主角(MC),台词,"""Oh.""","""哦。"""
1031,第一幕·场景3,a1s3,314,,,旁白,I didn't even think such technology existed.,我压根没想过这种技术。
1032,第一幕·场景3,a1s3,315,,,旁白,All I saw at the palace was the central climate control.,皇宫里就只有中央空调系统。
1033,第一幕·场景3,a1s3,316,br,Brunis,台词,"""We can get you clothes if you prefer that. Doubt the tailor would know how the hell to dress you, though.""","""你喜欢的话，咱们也可以去整套衣服。不过我相当怀疑裁缝那有适合你穿的。"""
1034,第一幕·场景3,a1s3,318,n,Neferu,台词,"""[mc] is simply not used to such tech. He's only been exposed to the wolven way of life.""","""[mc]还不习惯类似的科技，他只接触过沃尔文的生活方式。"""
1035,第一幕·场景3,a1s3,320,br,Brunis,台词,"""Shame. Well, we'll show you the ways of Khemian comfort in a bit. Just gotta go get them from the flat they stuck me in.""","""太遗憾了，那正好看看我们克米扬有多舒服，咱们先回他们分配给我的那间‘监狱’拿东西。"""
1036,第一幕·场景3,a1s3,322,n,Neferu,台词,"""Where {i}did{/i} they stick you, by the way?""","""话说回来，是{b}哪里{/b}的‘监狱’？"""
1037,第一幕·场景3,a1s3,324,br,Brunis,台词,"""Believe it or not, I think it was a hostel. They cleared out a bunch of wolves right when I arrived.""","""好像是一家旅馆，信不信由你。我才刚到，就看见他们把一群狼赶走。"""
1038,第一幕·场景3,a1s3,326,n,Neferu,台词,"""Seems a bit crude.""","""听起来有点粗鲁。"""
1039,第一幕·场景3,a1s3,328,br,Brunis,台词,"""The entire city is! Even by Adastran standards. Pretty sure I walked by a fucking public whipping before curfew kicked in.""","""整座城市都这尿性！就算按阿达斯特拉的标准看也一样。我很肯定我在宵禁开始前路过了一次公开鞭刑。"""
1040,第一幕·场景3,a1s3,329,,,旁白,That makes me feel a bit on edge.,这让我有些不安。
1041,第一幕·场景3,a1s3,330,,,旁白,"While it doesn't surprise me, I'd been sheltered by the palace since I got here, as much as it could be called a shelter, anyway.",虽然我不该感到惊讶。自从来到这里，我就一直住在皇宫。换而言之，我的庇护所。
1042,第一幕·场景3,a1s3,331,,,旁白,But I've never really been exposed to the wolven way of life.,我从未真正接触过沃尔文的生活方式。
1043,第一幕·场景3,a1s3,332,,,旁白,Brunis lowers his voice.,Brunis压低了嗓门。
1044,第一幕·场景3,a1s3,334,br,Brunis,台词,"""I mean, they're practically barbarians, Neferu...""","""要我说，他们根本没开化嘛，Neferu..."""
1045,第一幕·场景3,a1s3,336,n,Neferu,台词,"""Don't say that, Brunis. Besides, this area is particularly disadvantaged politically and economically.""","""别这么说，Brunis。况且，这一地区的政治和经济处于尤其不利的地位。"""
1046,第一幕·场景3,a1s3,337,,,旁白,"Neferu's tone is quiet, but stern.",Neferu的语气平静而严厉。
1047,第一幕·场景3,a1s3,339,br,Brunis,台词,"""I know, I know. It's just weird seeing it in person, you know?""","""我知道，我知道。只是亲眼一看感觉怪怪的，你懂吧？"""
1048,第一幕·场景3,a1s3,341,n,Neferu,台词,"""You also seem to keep forgetting that the Emperor's companion is with us.""","""你似乎忘记了我们正和皇帝的伴侣在一起。"""
1049,第一幕·场景3,a1s3,342,,,旁白,Brunis looks back at me.,Brunis回头看向我。
1050,第一幕·场景3,a1s3,344,br,Brunis,台词,"""Oh yeah, sorry. You're with the wolf emperor, right?""","""啊，抱歉。你和皇帝一起，是不是？"""
1051,第一幕·场景3,a1s3,345,,,旁白,"I wonder what he means by ""with"", but I assume it's a lot considering it's fairly common knowledge.",我不清楚他说的‘一起’是什么意思，但考虑到这里的民情，绝没有字面上那么单纯。
1052,第一幕·场景3,a1s3,346,,,旁白,I clear my throat.,我清了清喉咙。
1053,第一幕·场景3,a1s3,347,m,主角(MC),台词,"""Yeah, but you don't have to censor yourself in front of me.""","""是的，不过你不必在我面前拘束。"""
1054,第一幕·场景3,a1s3,349,,,旁白,Brunis laughs.,Brunis笑了。
1055,第一幕·场景3,a1s3,350,br,Brunis,台词,"""Well, it {i}is{/i} my job to be delicate in front of important people, and I would consider you to be just that.""","""这个嘛，我的工作{b}就是{/b}在重要的人面前小心谨慎，我想你就十分重要。"""
1056,第一幕·场景3,a1s3,352,n,Neferu,台词,"""I haven't known you for very long, Brunis, but delicate isn't how I'd describe anything you do.""","""虽然认识你的时间不长，Brunis，但我不会用小心谨慎来形容你做的哪怕任何一件事。"""
1057,第一幕·场景3,a1s3,356,br,Brunis,台词,"""Why's that, Neferu?""","""为什么，Neferu？"""
1058,第一幕·场景3,a1s3,358,n,Neferu,台词,"""Because you're so...""","""因为你太..."""
1059,第一幕·场景3,a1s3,359,,,旁白,Neferu waves a paw lazily in Brunis's general direction.,Neferu懒洋洋地朝Brunis的方向挥了挥爪子。
1060,第一幕·场景3,a1s3,360,n,Neferu,台词,"""Well, you.""","""有个人风格了。"""
1061,第一幕·场景3,a1s3,362,br,Brunis,台词,"""What, cuz' I don't do things the traditional way? I did go to Sabayt, just like you, Neferu. I'm pretty sure I got higher marks, too.""","""怎么，就因为我特立独行？我跟你一样上的萨拜特，Neferu，而且我的学分肯定比你高。"""
1062,第一幕·场景3,a1s3,364,n,Neferu,台词,"""Academia isn't quite the same as real world application.""","""书本上的知识并不能完全套用在现实。"""
1063,第一幕·场景3,a1s3,366,br,Brunis,台词,"""Yeah, and I've lead a few dozen negotiations that resulted in some of the most important galactic treaties being signed.""","""我还主持过不下数十次谈判，并促成了重要星系条约的签署。"""
1064,第一幕·场景3,a1s3,367,,,旁白,The conversation's sudden turn from friendly to tense is a bit jarring.,谈话突然从友好转为了紧张，有点不和谐。
1065,第一幕·场景3,a1s3,368,,,旁白,"It's clearly about a lot more than Brunis's ""delicacy"", and I wonder if this was already a point of contention between them.",其内容显然远远超出了Brunis的‘小心谨慎’，我想知道这是否成为了他们的争论点。
1066,第一幕·场景3,a1s3,370,n,Neferu,台词,"""But as important as this?""","""但有现在重要吗？"""
1067,第一幕·场景3,a1s3,371,,,旁白,Brunis is quiet for a moment.,Brunis沉默了好一会。
1068,第一幕·场景3,a1s3,373,br,Brunis,台词,"""You think your brother is trying to fuck this up for you, huh?""","""你以为是你哥在搞鬼吗？"""
1069,第一幕·场景3,a1s3,374,,,旁白,I kind of wish we'd just gone to a tailor.,我真的希望我们能找个裁缝了。
1070,第一幕·场景3,a1s3,375,,,旁白,Being inside someplace warm while being fussed over by another wolf is preferable to being alone with these two bickering Khemians.,在温暖的地方被一只狼纠缠，总好过跟这两个剑拔弩张的克米扬独处。
1071,第一幕·场景3,a1s3,377,n,Neferu,台词,"""I did not say--""","""我没这么说-"""
1072,第一幕·场景3,a1s3,379,br,Brunis,台词,"""Oh, you said it. You've more than said it. If you don't think I'm fit for the job, then just tell your boss. I'll gladly resign.""","""你当然说了，还话里有话呢。你要是觉得我不适合这份工作，就去上报你的老板。我巴不得辞职。"""
1073,第一幕·场景3,a1s3,381,n,Neferu,台词,"""Did you not want this job?""","""你不愿意接受这份工作吗？"""
1074,第一幕·场景3,a1s3,383,br,Brunis,台词,"""I want it. I've trained my entire life for it, but if my own fellow Khemian doesn't want me here, then that's a piss-poor start, don't you think?""","""我愿意，为此我倾尽了毕生所学。但如果我甚至无法获得自己同胞的认可，那我就太失败了，不是吗？"""
1075,第一幕·场景3,a1s3,384,,,旁白,The silence really drags on now as we turn onto a street that's as empty as the last.,我们默不作声地拐进另一条同样空旷的街道。
1076,第一幕·场景3,a1s3,385,,,旁白,"I occasionally catch the sight of wolves peering from windows or balconies, but they quickly disappear as soon as I look up.",偶尔能看到有狼从窗户或阳台上窥视，但只要我一抬头，他们便迅速消失了。
1077,第一幕·场景3,a1s3,386,m,主角(MC),台词,"""Haven't you been here a few months, Brunis? It seems like you two are only just meeting.""","""你不是都来几个月了吗，Brunis？怎么听起来你们才刚认识似的。"""
1078,第一幕·场景3,a1s3,387,,,旁白,"I fill the awkward silence, wanting to make myself more a part of the conversation rather than being a reluctant eavesdropper.",我率先打破了沉默。我更希望自己参与到对话中，而不是一个不情愿的偷听者。
1079,第一幕·场景3,a1s3,389,br,Brunis,台词,"""Yeah, well, negotiations got delayed on the Khemia side, and then I got shipped out here to be part of this whole... I dunno, whatever the hell this is. This is the first time we've spoken in weeks.""","""唔，克希米亚那边的谈判推迟了，之后我被派来参加...我不知道，随便叫什么好了。这是我和他几个星期来头一次讲话"""
1080,第一幕·场景3,a1s3,391,n,Neferu,台词,"""We spoke through the portal several times, Brunis.""","""我们在网上聊过几次，Brunis。"""
1081,第一幕·场景3,a1s3,393,br,Brunis,台词,"""Wish you'd been a bit more blunt about how you felt about me.""","""要是你能对我更坦率就好了。"""
1082,第一幕·场景3,a1s3,395,n,Neferu,台词,"""I was simply asking a question. You're as informal as they come, and I just find it surprising that you were chosen.""","""我只是感到意外，毕竟被选中你和他们一样不拘小节。"""
1083,第一幕·场景3,a1s3,397,br,Brunis,台词,"""Listen, Neferu.""","""听着，Neferu。"""
1084,第一幕·场景3,a1s3,398,,,旁白,Brunis turns to the jackal and we stop.,Brunis转向胡狼，我们一行人停了下来。
1085,第一幕·场景3,a1s3,400,br,Brunis,台词,"""Yeah, I'm here for a reason. I'm a political statement, I'm a reminder, a scar for the wolves to think about while they negotiate.""","""没错，我在这里是有原因的。我是一种政治立场、一份警醒、一道沃尔文在谈判时必须考虑到的伤疤。"""
1086,第一幕·场景3,a1s3,401,,,旁白,"Now that I'm focusing more on those scars and prosthetic arm, I'm suddenly realizing who this might be, and where he might come from.",我把注意力放在了那些疤和假肢上，猛地意识到他可能是谁，可能来自哪里。
1087,第一幕·场景3,a1s3,403,br,Brunis,台词,"""But, I'm also damn good at my job, and I'll be honest when I say that you're not very good at yours.""","""但这不代表我的本职工作不出色。就让我把话挑明了吧，你不擅长这行。"""
1088,第一幕·场景3,a1s3,405,,,旁白,"Neferu noticeably bristles, which is what surprises me most about all of this.",Neferu丝毫不掩饰脸上的愠色，这也是最让我惊讶的。
1089,第一幕·场景3,a1s3,406,,,旁白,"It is very, very hard to get under Neferu's skin.",要激怒他是一件非常、非常难的事。
1090,第一幕·场景3,a1s3,407,,,旁白,"I can count, on one hand, the number of times I've seen it happen.",类似的情况用一只手都能数得过来。
1091,第一幕·场景3,a1s3,408,,,旁白,"I feel bad for Neferu, but he did provoke this argument, and I guess Khemians are supposed to be blunt.",我为Neferu感到难过，但也是他挑起了这场争论。克米扬确实很直言不讳。
1092,第一幕·场景3,a1s3,410,br,Brunis,台词,"""So I'm here to help you, and make this a success so that you're known for more than just getting your nuts cracked.""","""所以我来帮你了，让一切走上正轨，免得你的闻名只是因为球被踢了。"""
1093,第一幕·场景3,a1s3,411,,,旁白,I see Neferu's ears lower even more.,我看到Neferu的耳朵压得更低了。
1094,第一幕·场景3,a1s3,413,br,Brunis,台词,"""Your brother might be an asshole, but he's not stupid enough to jeopardize the entire {i}Galaxias{/i} just to make you more miserable.""","""你哥可能是个混蛋，但他还没有蠢到为了让你受苦而危害到整个{b}加拉西亚斯{/b}。"""
1095,第一幕·场景3,a1s3,415,,,旁白,"After a few seconds, I see Neferu bring his expression into a more neutral state, though I see his eyes flick toward me for just a moment, probably wishing just as much as I do that I wasn't here.",过了几秒钟，Neferu的表情缓和了下来。尽管我留意到他朝我瞥了一眼，可能是和我一样希望我没在场吧。
1096,第一幕·场景3,a1s3,417,br,Brunis,台词,"""I've got a vague idea of what's going on in your family, and I do think you got the shortest end of the stick, but that's not important here.""","""我大致了解过你家里的情况，也相信你受到了不公平的对待，但那些在这儿不重要。"""
1097,第一幕·场景3,a1s3,419,n,Neferu,台词,"""Try to lower your voice a bit, Brunis. We have spectators.""","""收声，Brunis，我们有观众了。"""
1098,第一幕·场景3,a1s3,420,,,旁白,"Sure enough, wolven heads have reappeared at windows and balcony ledges, many of them staring wide-eyed at all three of us.",果然，窗口和阳台上又冒出了沃尔文的脑袋，其中不少人盯着我们三个，眼睛睁得大大的。
1099,第一幕·场景3,a1s3,421,br,Brunis,台词,"""Just know that I'm on your side, alright?""","""我只是想让你知道，我站在你这边，明白吗？"""
1100,第一幕·场景3,a1s3,423,n,Neferu,台词,"""Yes, alright. Now lets move before you reveal more sensitive information to random passerby, shall we?""","""明白。好了，咱们先赶路吧，趁你向路人透露更多敏感信息之前？"""
1101,第一幕·场景3,a1s3,425,,,旁白,Brunis turns and starts walking up the street again.,Brunis转过身，重新走了起来。
1102,第一幕·场景3,a1s3,426,br,Brunis,台词,"""Pff! They wouldn't know what the hell we're talking about even if they could hear us, Nef.""","""噗！他们就算听见也摸不着头脑的，Nef。"""
1103,第一幕·场景3,a1s3,428,n,Neferu,台词,"""Again, don't say such things.""","""再提醒你一遍，别这么说。"""
1104,第一幕·场景3,a1s3,430,br,Brunis,台词,"""I'm not saying they're stupid, just that they don't have the context to understand any of it. Hell, I'll bet the Emperor's companion is the same!""","""我又没说他们傻，他们只是不了解事情的来龙去脉。我打赌皇帝的伴侣也不例外。"""
1105,第一幕·场景3,a1s3,431,,,旁白,Brunis turns to me for confirmation.,Brunis转身求证。
1106,第一幕·场景3,a1s3,432,m,主角(MC),台词,"""Well...""","""这个嘛..."""
1107,第一幕·场景3,a1s3,433,,,旁白,"I look around, deciding we're far enough away from the watching wolves to not be heard.",我环顾四周，确定我们离正在观察的狼们足够远，不会隔墙有耳。
1108,第一幕·场景3,a1s3,434,m,主角(MC),台词,"""I know about the situation with the alliance, that there are issues between Neferu and his family, and I was actually wondering...""","""我了解联盟的情况，还有Neferu的家庭矛盾，不过我真正好奇是..."""
1109,第一幕·场景3,a1s3,438,,,旁白,"Although Brunis isn't looking at me, I can see his ears twitch lower with every word, just as Neferu's are coming up.",尽管Brunis没有看我，可他的耳朵随着每个词而往下耷拉，就像Neferu的耳朵一样。
1110,第一幕·场景3,a1s3,439,,,旁白,"I'm not intending to make him look foolish, but I don't want to be making the impression that I'm a clueless ape, either.",我不想让他吃瘪，但更不想给人留下我是一只蠢猿的印象。
1111,第一幕·场景3,a1s3,440,,,旁白,I've done that for too long on this moon.,我已经演了太久了。
1112,第一幕·场景3,a1s3,441,m,主角(MC),台词,"""Are you one of the wolverines from Deshereth? Sorry if I'm being too forward, but I know Khemians appreciate that style of conversation.""","""你是来自德萨雷斯的狼獾之一吗？恕我直言，不过我知道你们克米扬喜欢这种说话方式。"""
1113,第一幕·场景3,a1s3,443,,,旁白,Neferu side-eyes Brunis.,Neferu侧眼瞧着Brunis。
1114,第一幕·场景3,a1s3,445,br,Brunis,台词,"""Um, yeah, actually. One of two still alive.""","""呃，是啊。更准确地说，是唯二的幸存者之一。"""
1115,第一幕·场景3,a1s3,446,m,主角(MC),台词,"""I'm sorry to hear that. It was a terrible thing that happened.""","""很遗憾听到这个消息，真是可怕。"""
1116,第一幕·场景3,a1s3,447,,,旁白,Brunis shrugs.,Brunis耸耸肩。
1117,第一幕·场景3,a1s3,449,br,Brunis,台词,"""Too young to remember much anyway. Surprised you know about it.""","""反正我当时还小，不记事。没想到你连这都知道。"""
1118,第一幕·场景3,a1s3,450,m,主角(MC),台词,"""Sorry, I'm learning about politics and diplomacy and all of that still, so if I overstep boundaries just let me know.""","""抱歉，我正在学习政治和外交相关的知识。如果我越线了，请务必告诉我。"""
1119,第一幕·场景3,a1s3,452,br,Brunis,台词,"""I appreciate it, actually. I'd have thought that you wouldn't have learned about what happened on Deshereth from Adastran history.""","""哪有的事，我欣赏你，我还以为你不会从阿达斯特拉的历史中翻出德萨雷斯呢。"""
1120,第一幕·场景3,a1s3,453,,,旁白,We seem to finally reach the wolverine's flat as we walk around to the back of a two-story building and towards a door that seems to lead down into a basement.,似乎终于抵达了狼獾的公寓。我们走到一栋双层楼的后面，朝着一扇通向地下室的门走去。
1121,第一幕·场景3,a1s3,454,m,主角(MC),台词,"""I've supplemented it with Khemian recordings as well.""","""我会辅以克希米亚的记录。"""
1122,第一幕·场景3,a1s3,456,br,Brunis,台词,"""Well, good on ya!""","""哈，你可真行！"""
1123,第一幕·场景3,a1s3,460,,,旁白,"We don't even enter the building as he rummages around in some metal crates right at the entrance before activating black, dome-shaped drones that float above us.",我们都没有进到楼中。他在入口处的金属箱里翻找了一番，然后激活了黑色、圆顶状的无人机，悬浮在我们头顶。
1124,第一幕·场景3,a1s3,461,,,旁白,"I can already tell that they're far more advanced when compared to Adastran drones, and I'm even more impressed when I feel a warm, cone-like shape pour over me.",光凭外表，我就可以肯定它比阿达斯特拉的无人机先进得多。当一个温暖的锥形倾泻在我身上时，我更加确信了。
1125,第一幕·场景3,a1s3,463,br,Brunis,台词,"""You can adjust the heat with commands from your lingua.""","""你可以用自己的Lingua来调节温度。"""
1126,第一幕·场景3,a1s3,465,,,旁白,I watch Neferu as he seems to squirm in delight at the feeling of his own drone's warmth.,我看向Neferu，他似乎沉浸在无人机的温暖中，忘乎所以。
1127,第一幕·场景3,a1s3,466,m,主角(MC),台词,"""So... is this where we're gonna be staying?""","""那么...我们要住这儿吗？"""
1128,第一幕·场景3,a1s3,470,,,旁白,They both laugh.,他们一起笑了。
1129,第一幕·场景3,a1s3,471,n,Neferu,台词,"""No, you'll have your own living space with the Emperor, likely far outside the city.""","""不，皇帝和你有独立的住所，很可能在远离城市的郊外。"""
1130,第一幕·场景3,a1s3,473,br,Brunis,台词,"""Oh shit, speaking of, I think Amicus's {i}pugnu{/i} match is gonna start soon. Let's pick up the pace and get to the amphitheater.""","""糟糕，说起来，Amicus的{b}Pugnu{/b}比赛好像马上就要开始了，咱们快去竞技场吧。"""
1131,第一幕·场景3,a1s3,474,,,旁白,I feel the uneasiness return.,我的不安感又回来了。
1132,第一幕·场景3,a1s3,475,m,主角(MC),台词,"""Already? Don't we have meetings and speeches to do, or something?""","""这么快？不是还有会议和演讲吗？"""
1133,第一幕·场景3,a1s3,477,n,Neferu,台词,"""No, this is what the city cares about most. If Amicus beats their champion, their only desire for representation will be destroyed. I honestly hope that Amicus is willing to take a fall for our delegation.""","""不，这才是这座城市最关心的。如果Amicus击败了他们的冠军，就意味着他们唯一的代表权也破灭了。为了代表团好，我衷心希望Amicus愿意被击败。"""
1134,第一幕·场景3,a1s3,478,m,主角(MC),台词,"""I'd rather it not happen at all.""","""我宁愿不要有这场比赛。"""
1135,第一幕·场景3,a1s3,480,br,Brunis,台词,"""Meh, they like this kind of shit. I'd worry more about one of those famous Lux riots happening while we're here.""","""啧，他们就喜欢这玩意儿。我更担心咱们被卷入臭名昭著的卢克斯暴乱中。"""
