序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
2008,第一幕·场景3,a1s3,757,com,Computer,台词,"""I apologize, but I do not have that information. No forewarning of his return was given. He arrived on an Omorfan ship, which cannot be communicated with by Adastran equipment due to current strained relations.""",
2009,第一幕·场景3,a1s3,759,,,旁白,"Whatever the reason for Cassius's unexpected arrival, Virginia suspects it's not good.",
2010,第一幕·场景3,a1s3,760,,,旁白,"Though, as she thinks about her brother, a few ideas form in her mind.",
2011,第一幕·场景3,a1s3,762,vi,Virginia,台词,"""Com, set out refreshments in the {i}Vestibulum{/i} to prepare for my brother's arrival, please.""",
2012,第一幕·场景3,a1s3,763,com,Computer,台词,"""Of course, Empress Regent.""",
2013,第一幕·场景3,a1s3,772,,,旁白,"By the time Virginia arrives, she's a minute or so ahead of her brother, and he shows up just as the refreshments arrive.",
2014,第一幕·场景3,a1s3,776,,,旁白,He glances around before his eyes settle on Virginia.,
2015,第一幕·场景3,a1s3,778,ca,Cassius,台词,"""Sister! Apologies for my unannounced arrival. It's difficult to send message from--""",
2016,第一幕·场景3,a1s3,781,vi,Virginia,台词,"""Cass! It's wonderful to see you gain.""",
2017,第一幕·场景3,a1s3,782,ca,Cassius,台词,"""Er...""",
2018,第一幕·场景3,a1s3,786,,,旁白,It's hard to say which of them is more surprised by Virginia's actions as she embraces Cassius.,
2019,第一幕·场景3,a1s3,787,,,旁白,"Still, Cassius hugs back, though a bit stiffly, never having been one for showing verbal or physical affection toward his siblings.",
2020,第一幕·场景3,a1s3,793,ca,Cassius,台词,"""Are you alright? I don't think we've embraced since I woke up after the assassination attempt.""",
2021,第一幕·场景3,a1s3,795,vi,Virginia,台词,"""Not exactly, but I can explain in a bit. Do you want to sit and talk over refreshments? If you're tired it can wait until morning, assuming you're planning on staying.""",
2022,第一幕·场景3,a1s3,797,ca,Cassius,台词,"""Actually yes, I do miss those conversations we used to have. As for staying, that's also a yes.""",
2023,第一幕·场景3,a1s3,798,ca,Cassius,台词,"""And thank you for accommodating me after... well, everything I suppose.""",
2024,第一幕·场景3,a1s3,801,vi,Virginia,台词,"""You're a member of our family and you are always welcome here.""",
2025,第一幕·场景3,a1s3,802,,,旁白,"Virginia glances around, half-expecting to see Alexios somewhere slinking about in the shadows.",
2026,第一幕·场景3,a1s3,803,vi,Virginia,台词,"""Is Alex...""",
2027,第一幕·场景3,a1s3,805,ca,Cassius,台词,"""On Omorfa. You, uh, you won't need to worry about him coming back here.""",
2028,第一幕·场景3,a1s3,806,vi,Virginia,台词,"""I see. Well, let’s have a seat and we can exchange our woes.""",
2029,第一幕·场景3,a1s3,810,,,旁白,"Cassius, clearly famished, is filling his mouth, so Virginia starts first.",
2030,第一幕·场景3,a1s3,814,vi,Virginia,台词,"""You might have heard that I'm currently acting on Amicus's behalf at the moment.""",
2031,第一幕·场景3,a1s3,817,,,旁白,Cassius swallows hard.,
2032,第一幕·场景3,a1s3,818,ca,Cassius,台词,"""Mmh... Yes, I did. Congratulations... Maybe? I don't envy you, that's all I'll say. Also, I do not trust Amicus's judgement to gauge if Adastra is ready for an empress.""",
2033,第一幕·场景3,a1s3,820,vi,Virginia,台词,"""Oh, certainly not. It kills these men to even acknowledge what I am.""",
2034,第一幕·场景3,a1s3,822,ca,Cassius,台词,"""I see. Lux might be opposed, and Lupas definitely is, even if they haven't said so yet.""",
2035,第一幕·场景3,a1s3,824,vi,Virginia,台词,"""You're right. I haven't had many issues with Lux yet, but I just finished a call with a Lupasian triumvir who called me a 'bitch' before our call fully ended.""",
2036,第一幕·场景3,a1s3,826,ca,Cassius,台词,"""What? Which one was it? You're punishing him, right? That could even be considered a capital offense.""",
2037,第一幕·场景3,a1s3,829,,,旁白,"Seeing Cassius's hackles rise, she knows that prideful anger well, and it's coming to the surface, but for now it's somehow comforting.",
2038,第一幕·场景3,a1s3,831,vi,Virginia,台词,"""Sorry, I don't mean to upset you. Besides, it's simply one of my more popular nicknames, though not as popular as 'whore'. It's something I've grown used to.""",
2039,第一幕·场景3,a1s3,832,,,旁白,"Virginia sees Cassius wince at that word too, and it doesn't surprise her that he would have no idea, having had his full attention on becoming emperor himself before leaving for Omorfa.",
2040,第一幕·场景3,a1s3,834,ca,Cassius,台词,"""That's a bit of an odd one though, isn't it? Where do they think you have time to... do that?""",
2041,第一幕·场景3,a1s3,836,,,旁白,"Virginia laughs, caught off-guard by the statement.",
2042,第一幕·场景3,a1s3,838,vi,Virginia,台词,"""Be a whore? That's a good question, but I assume they just enjoy the juxtaposition with my name.""",
2043,第一幕·场景3,a1s3,840,ca,Cassius,台词,"""Amicus should have been actively punishing such behavior, but you're the acting empress right now. They must show you respect or suffer the consequences.""",
2044,第一幕·场景3,a1s3,842,vi,Virginia,台词,"""I'm beginning to run out of other options, so it might have to happen soon.""",
2045,第一幕·场景3,a1s3,844,ca,Cassius,台词,"""I'm surprised you haven't already. I still want to know which triumvir that was. Is he not aware that the traditional punishment for insulting a woman of the royal family is castration?""",
2046,第一幕·场景3,a1s3,846,ca,Cassius,台词,"""Emperor Pontus famously castrated a triumvir himself with a dulled dagger. And to be fair, the official made statements about Pontus's daughter's genitalia in regards to how many men she slept with.""",
2047,第一幕·场景3,a1s3,848,vi,Virginia,台词,"""It always comes down to what's between our legs, doesn't it? Well, being an emperor rather than an empress is very different.""",
2048,第一幕·场景3,a1s3,849,vi,Virginia,台词,"""It's fairly universal that men who rule with harsh, merciless tactics are seen as strong, and respected.""",
2049,第一幕·场景3,a1s3,851,vi,Virginia,台词,"""Women, on the other hand, are seen as cruel and sadistic, which are qualities unbecoming of their natural role in the world... Which is nurturing and worshipping men, of course.""",
2050,第一幕·场景3,a1s3,853,vi,Virginia,台词,"""And somehow history always remembers them as a seductress whore, or something. Those few female rulers on Adastra existed pre-Drusus, overseeing smaller kingdoms, but I assume it's the same now as it was then.""",
2051,第一幕·场景3,a1s3,855,ca,Cassius,台词,"""Yes, I remember noting that back in my schooling days.""",
2052,第一幕·场景3,a1s3,856,ca,Cassius,台词,"""Few emperors are treated fairly in the history books, but... yes, I don't believe a single woman was considered a good empress despite some of their kingdoms flourishing at the time.""",
2053,第一幕·场景3,a1s3,857,,,旁白,Cassius talks of the subject as if it's the first time he's given it thought.,
2054,第一幕·场景3,a1s3,858,,,旁白,It seemed Amicus's egalitarian approach was the deciding factor on Cassius's position on gender roles.,
2055,第一幕·场景3,a1s3,860,ca,Cassius,台词,"""Either way, it would be my duty as your closest male relative to dole out the punishment, so you wouldn't have to worry about that.""",
2056,第一幕·场景3,a1s3,861,,,旁白,Virginia doesn't even try to imagine such a thing.,
2057,第一幕·场景3,a1s3,863,ca,Cassius,台词,"""Once things have stabilized, however, and if all goes acceptably well, I will punish anyone who says such things. And it's a bit selfish in that my own honor is at stake here.""",
2058,第一幕·场景3,a1s3,864,ca,Cassius,台词,"""What kind of brother allows such things to be said about his sister? A weak one.""",
2059,第一幕·场景3,a1s3,868,,,旁白,"While Virginia hopes this never comes to pass, she still rests a paw on Cassius's shoulder, acknowledging his love and support.",
2060,第一幕·场景3,a1s3,870,,,旁白,"Cassius stares into the middle distance for a moment, his hackles lowering, before he looks back at Virginia.",
2061,第一幕·场景3,a1s3,873,ca,Cassius,台词,"""Are you... are you doing okay in your position?""",
2062,第一幕·场景3,a1s3,875,,,旁白,"She notices Cassius isn't looking at her anymore, instead staring at the goblet next to him.",
2063,第一幕·场景3,a1s3,877,,,旁白,"Even though it's {i}virdi{/i}, not wine, Virginia has a good idea of what he's thinking about.",
2064,第一幕·场景3,a1s3,878,,,旁白,"He's never said so, but they all recognized that he had suffered mentally, not just physically, during the short period of his emperorship.",
2065,第一幕·场景3,a1s3,879,,,旁白,"Seeing this, Virginia almost aborts her earlier plan, but remembering the possible consequences for herself, her family, and Adastra as a whole, she proceeds, but more cautiously.",
2066,第一幕·场景3,a1s3,883,vi,Virginia,台词,"""I'm managing.""",
2067,第一幕·场景3,a1s3,885,vi,Virginia,台词,"""The main, insurmountable issue is that no one is on my side. They're either neutral or they oppose me.""",
2068,第一幕·场景3,a1s3,886,vi,Virginia,台词,"""I would seek advisers, but Father's most consistent advice to me was to never allow males near me, either physically or emotionally.""",
2069,第一幕·场景3,a1s3,887,vi,Virginia,台词,"""I especially want to heed that warning now, considering some families who ruled before unification might see this as an opportunity to take back power.""",
2070,第一幕·场景3,a1s3,888,vi,Virginia,台词,"""However, he never planned on me becoming empress, nor did I, so I have no connections with anyone in power.""",
2071,第一幕·场景3,a1s3,890,ca,Cassius,台词,"""Did Amicus not set you up with vetted members of the Senate? I know there's at least a dozen or so egalitarians in there.""",
2072,第一幕·场景3,a1s3,891,vi,Virginia,台词,"""They stopped communicating with me one day after Amicus departed.""",
2073,第一幕·场景3,a1s3,893,ca,Cassius,台词,"""Oh... That's not good.""",
2074,第一幕·场景3,a1s3,894,vi,Virginia,台词,"""Indeed. I fear several plans are in the works.""",
2075,第一幕·场景3,a1s3,896,ca,Cassius,台词,"""Stay in the palace as much as possible and always bring drones to escort you outside. Consider preparing your own food and knowing its source. I can go out and buy it if you need me to.""",
2076,第一幕·场景3,a1s3,898,ca,Cassius,台词,"""Finally, you need an escape plan if the worst-case scenario unfolds. Have the emperor's ship always ready for departure. Then head to Khemia.""",
2077,第一幕·场景3,a1s3,899,ca,Cassius,台词,"""Not just because Amicus is there, but also because they are the only ones in contact with Adastra, and I'm sure your plight would interest them.""",
2078,第一幕·场景3,a1s3,901,ca,Cassius,台词,"""Of course, don't trust males, but also be wary of the possibility that they might use a female assassin for that very reason, so trust no one.""",
2079,第一幕·场景3,a1s3,905,vi,Virginia,台词,"""The only men I've ever trusted are my brothers.""",
2080,第一幕·场景3,a1s3,907,ca,Cassius,台词,"""That's very kind, but unfortunately your brothers are incompetent fools.""",
2081,第一幕·场景3,a1s3,909,ca,Cassius,台词,"""I'm surprised that Amicus left, no matter what Khemia demanded, but risking the empire and throwing his sister into the mess to deal with it?""",
2082,第一幕·场景3,a1s3,910,ca,Cassius,台词,"""I--I just... This is what happens when he looks 'to the stars' instead of having a look at his own damn empire.""",
2083,第一幕·场景3,a1s3,911,ca,Cassius,台词,"""It speaks of a deeper problem in his leadership. He'll need help with that when he gets back.""",
2084,第一幕·场景3,a1s3,913,vi,Virginia,台词,"""He believed everything was in order when he left. The senators acted as if they were willing to work with me. I was prepared for the masks to drop, but not quite this fast and not all at once.""",
2085,第一幕·场景3,a1s3,914,vi,Virginia,台词,"""I know my time is running out without some kind of political backing.""",
2086,第一幕·场景3,a1s3,916,ca,Cassius,台词,"""I see.""",
2087,第一幕·场景3,a1s3,918,,,旁白,"Virginia sees the tension in Cassius's body, his breath a bit heavier now, and she feels a twinge in her chest at causing her brother such distress.",
2088,第一幕·场景3,a1s3,919,,,旁白,"It's strange, having these emotions come back to the surface.",
2089,第一幕·场景3,a1s3,920,,,旁白,"Apparently behavioral alteration didn't fully subdue ""bothersome"" emotions like it was supposed to.",
2090,第一幕·场景3,a1s3,921,,,旁白,"But something about becoming empress, with so much responsibility, it's made her more aware of the emotions of those around her.",
2091,第一幕·场景3,a1s3,923,vi,Virginia,台词,"""I know this is a terrible situation to come home to, especially after your own experiences in my current position, but I'm truly worried for the future of the empire, especially if Amicus is gone for over a year.""",
2092,第一幕·场景3,a1s3,925,vi,Virginia,台词,"""Do you still have connections in Adastran politics?""",
2093,第一幕·场景3,a1s3,926,ca,Cassius,台词,"""After how long it's been, I'll need to reconnect, but I believe I have enough influence to scrape something together fairly quickly. At least something to hold off any attempts to overthrow you.""",
2094,第一幕·场景3,a1s3,927,ca,Cassius,台词,"""That would give us time to build a proper, sturdy foundation for your rule.""",
2095,第一幕·场景3,a1s3,929,ca,Cassius,台词,"""So what would you have me do, Your Imperial Majesty?""",
2096,第一幕·场景3,a1s3,931,,,旁白,"Virginia looks at her brother for just a moment, and while she feels love, there's a sentimental aspect to it, another emotion she thought had departed long ago.",
2097,第一幕·场景3,a1s3,932,,,旁白,"But to see Cassius, who she knows to be a very emotional man, accept his anxieties and future misery in less than a minute to help her...",
2098,第一幕·场景3,a1s3,934,,,旁白,"She quickly imagines cornering the emotion, locking it in an iron box, before letting it slip out of her head, the way she'd been taught.",
2099,第一幕·场景3,a1s3,935,,,旁白,"Now is not the time, and she needs to get her emotions back under control, because she knows any word of her shedding a tear, especially in her first days as Empress Regent, would not do her, or Cassius any favors.",
2100,第一幕·场景3,a1s3,936,vi,Virginia,台词,"""You don't mind serving under a female?""",
2101,第一幕·场景3,a1s3,938,ca,Cassius,台词,"""You're my sister, Virginia, and now that I know how hostile the empire is toward you, I don't care about my reputation. My political career ended three years ago, anyway.""",
2102,第一幕·场景3,a1s3,940,ca,Cassius,台词,"""My goal is to save the empire, and help you carry on the legacy of our family so that your one year of rule is remembered as a {i}great{/i} year.""",
2103,第一幕·场景3,a1s3,942,,,旁白,"Virginia has to smile at that, wondering if he still thought about the way she had initiated his removal from the throne three years ago.",
2104,第一幕·场景3,a1s3,943,,,旁白,"But Cassius is very different now, just like herself.",
2105,第一幕·场景3,a1s3,944,vi,Virginia,台词,"""Well, hopefully with your talent for understanding the needs of the people, along with your political experience and connections, you can be my chief advisor, the magistros, if you're willing to accept.""",
2106,第一幕·场景3,a1s3,945,,,旁白,Cassius gulps audibly.,
2107,第一幕·场景3,a1s3,947,ca,Cassius,台词,"""Alright then, I'll get started tomorrow. It'll give me a purpose, at the very least.""",
2108,第一幕·场景3,a1s3,949,vi,Virginia,台词,"""Thank you, Cassius. I at least have hope now.""",
2109,第一幕·场景3,a1s3,951,ca,Cassius,台词,"""Good. You worried me when I first arrived. I've never seen you in this sort of state before.""",
2110,第一幕·场景3,a1s3,955,,,旁白,Virginia grimaces inwardly.,
2111,第一幕·场景3,a1s3,956,,,旁白,She definitely needs to get those emotions back under control.,
2112,第一幕·场景3,a1s3,958,vi,Virginia,台词,"""I think it's the isolation. Talking to Com and antagonistic officials all day does odd things to the mind. So tell me about Omorfa, if you're not too tired.""",
2113,第一幕·场景3,a1s3,963,,,旁白,"Cassius takes a deep breath, eyes looking up toward the ceiling, as if seeing something beyond.",
2114,第一幕·场景3,a1s3,965,ca,Cassius,台词,"""Ah, that reminds me I'll have to come up with some sort of explanation for what I did before I speak to any officials. As for my time there, it was... an experience.""",
2115,第一幕·场景3,a1s3,966,,,旁白,There's a few seconds of silence.,
2116,第一幕·场景3,a1s3,970,vi,Virginia,台词,"""Hm, a good experience?""",
2117,第一幕·场景3,a1s3,972,ca,Cassius,台词,"""An eye-opening one.""",
2118,第一幕·场景3,a1s3,974,,,旁白,Virginia lets another few seconds go by before asking the question she should have asked earlier.,
2119,第一幕·场景3,a1s3,977,vi,Virginia,台词,"""Did it involve Alex?""",
2120,第一幕·场景3,a1s3,981,ca,Cassius,台词,"""He is one of the main reasons. In the end, our loyalties lie with our own people.""",
2121,第一幕·场景3,a1s3,982,ca,Cassius,台词,"""I came to realize how my irresponsibility and emotions ruined many lives on Adastra, but for some reason it took a few years.""",
2122,第一幕·场景3,a1s3,984,ca,Cassius,台词,"""I had always believed that Omorfa forced him into a situation he did not want any part of, but now he tells me it was necessary.""",
2123,第一幕·场景3,a1s3,986,vi,Virginia,台词,"""We were all naive to Alex's intentions. Omorfa hasn't attacked Adastra in millennia, and it was hard to believe they were running a sabotage mission with a cat who didn't have the physical or mental training to be a spy.""",
2124,第一幕·场景3,a1s3,988,ca,Cassius,台词,"""But it was something he could only achieve by becoming close to me, which simply makes me ill to think about now.""",
2125,第一幕·场景3,a1s3,990,,,旁白,"That's not surprising as Virginia notices he's stopped eating, a paw subtly resting on his stomach.",
2126,第一幕·场景3,a1s3,991,,,旁白,"She wants to ask Cassius how he's doing just like he had asked her, but she knows he'd be offended.",
2127,第一幕·场景3,a1s3,992,,,旁白,You simply don't ask males about feelings like this.,
2128,第一幕·场景3,a1s3,993,,,旁白,"But while Virginia has never been in a romantic relationship, she does know the feeling of deep betrayal; the confusion, devastation, and hurt that goes along with questioning yourself and every single person around you.",
2129,第一幕·场景3,a1s3,994,,,旁白,It's how she always felt during her childhood and adolescence.,
2130,第一幕·场景3,a1s3,996,ca,Cassius,台词,"""I had told him how much it all bothered me, but he rarely thinks about it, and seems surprised that I still bring it up.""",
2131,第一幕·场景3,a1s3,997,ca,Cassius,台词,"""It made me wonder if I had misinterpreted his fear and misery at that time, that maybe it was all for himself.""",
2132,第一幕·场景3,a1s3,998,ca,Cassius,台词,"""And like most Omorfans, he believes the {i}Galaxias{/i} can only succeed if Adastra is no longer a Sibling race, no matter the means.""",
2133,第一幕·场景3,a1s3,1002,vi,Virginia,台词,"""I've heard that sentiment is growing stronger there.""",
2134,第一幕·场景3,a1s3,1006,ca,Cassius,台词,"""Yes, most likely due to the possible alliance with Khemia. Which, if successful, would be very difficult to undo.""",
2135,第一幕·场景3,a1s3,1007,ca,Cassius,台词,"""This is actually the main reason I came back. They don't even know I'm here... Well, they probably do by now.""",
2136,第一幕·场景3,a1s3,1009,ca,Cassius,台词,"""I, uh, actually stole Alexios's ship, capable of using the stretch drive. It was given to him as a gift for the destruction he caused. They weren't allowing me to leave because of what I learned being close to him.""",
2137,第一幕·场景3,a1s3,1010,,,旁白,"Virginia sits up straighter, realizing she has another issue to worry about along with her rebelling empire, just as serious, if not more so.",
2138,第一幕·场景3,a1s3,1012,vi,Virginia,台词,"""They held you captive? Are they planning something?""",
2139,第一幕·场景3,a1s3,1016,ca,Cassius,台词,"""House arrest, basically, but yes, and while they were already interested after learning of Amicus's absence, I'm sure they'll be far more emboldened once they learn of the empire's true state.""",
2140,第一幕·场景3,a1s3,1017,ca,Cassius,台词,"""What better time to strike?""",
2141,第一幕·场景3,a1s3,1018,,,旁白,"Virginia takes a deep breath, looking down at the floor for a moment.",
2142,第一幕·场景3,a1s3,1019,ca,Cassius,台词,"""Now I'm the one sorry for bringing such bad news home with me.""",
2143,第一幕·场景3,a1s3,1024,vi,Virginia,台词,"""I did say we should exchange our woes, and how woeful it is. Unfortunately, a male will definitely have to communicate with Planetary Defense.""",
2144,第一幕·场景3,a1s3,1025,vi,Virginia,台词,"""If you're willing, I have a simple plan for restoring your reputation.""",
2145,第一幕·场景3,a1s3,1026,,,旁白,"Cassius's ears, muzzle, and tail twitch at the same time, but again, he forces a smile.",
2146,第一幕·场景3,a1s3,1028,ca,Cassius,台词,"""I'm at your command.""",
2147,第二幕·场景1,a2s1,8,,,旁白,"After managing to pry Veteris from Brunis, my teacher and I have a solid ten-minute conversation on how one must behave on Khemia.",
2148,第二幕·场景1,a2s1,9,,,旁白,"It's a delicate balance, and I worry that I will be fretting over what Veteris is doing my entire time here.",
2149,第二幕·场景1,a2s1,10,,,旁白,"After reminding me that he's been waiting for this moment for over ten times my own lifespan, he agrees to tone down his excitement at least a bit.",
2150,第二幕·场景1,a2s1,11,,,旁白,"I glance at the entrance where Brunis, Neferu, and Aya had disappeared into, saying they'd be at the entrance when we decided to enter.",
2151,第二幕·场景1,a2s1,12,m,Scipio,台词,"""Shall we join the rest of our party, then?""",
2152,第二幕·场景1,a2s1,14,ve,Veteris,台词,"""Yes, yes, yes. I do want to warn you though, Scipio.""",
2153,第二幕·场景1,a2s1,15,,,旁白,I turn to him.,
2154,第二幕·场景1,a2s1,16,m,Scipio,台词,"""Of what, Teacher?""",
2155,第二幕·场景1,a2s1,17,,,旁白,"Though I keep my voice light, I'm becoming a bit impatient, wanting to rejoin Neferu and Aya again, still curious about his younger sibling.",
2156,第二幕·场景1,a2s1,19,,,旁白,"He lowers his voice, so I know he must know something he thinks is very important or interesting that he wants to say.",
2157,第二幕·场景1,a2s1,20,ve,Veteris,台词,"""I know we told you to...""",
2158,第二幕·场景1,a2s1,22,,,旁白,Veteris looks around.,
2159,第二幕·场景1,a2s1,24,ve,Veteris,台词,"""Ahm!""",
2160,第二幕·场景1,a2s1,25,ahm,Ahm,台词,"""Yes, Veteris?""",
2161,第二幕·场景1,a2s1,26,,,旁白,His voice is projected from an unseen speaker.,
2162,第二幕·场景1,a2s1,27,ve,Veteris,台词,"""Oh good, you're not in my brain anymore. Give us some privacy until we enter the palace, please.""",
2163,第二幕·场景1,a2s1,28,ahm,Ahm,台词,"""Of course.""",
2164,第二幕·场景1,a2s1,29,,,旁白,"I glance in the direction of the voice, ears twitching before my field of view tilts wildly, Veteris reaching up to grab my arm to yank me down closer to his level.",
2165,第二幕·场景1,a2s1,30,m,Scipio,台词,"""Ow! Teacher, please just ask me to lean closer, or s--""",
2166,第二幕·场景1,a2s1,32,ve,Veteris,台词,"""I don't trust anything here, Scipio. It's nothing like what I imagined it would be. Not in a good way. Something is very wrong.""",
2167,第二幕·场景1,a2s1,33,,,旁白,"It's very strange to have my teacher whispering hoarsely into my ear like this, but his urgency has me listening.",
2168,第二幕·场景1,a2s1,35,ve,Veteris,台词,"""I know we told you to get close to Neferu, but make sure you do not sacrifice your own emotions for the jackal, or any other Khemian. Again, something is wrong.""",
2169,第二幕·场景1,a2s1,36,ve,Veteris,台词,"""We'll talk more tonight.""",
2170,第二幕·场景1,a2s1,37,,,旁白,"I straighten back up and nod, even though I'm unsure if it has to do with the suspiciously advanced tech or something else, I'm content to wait until later.",
2171,第二幕·场景1,a2s1,38,ve,Veteris,台词,"""Now, let's head into the palace!""",
2172,第二幕·场景1,a2s1,40,,,旁白,"His reedy voice trembles slightly, betraying his suppressed excitement despite his sudden concern seconds earlier.",
2173,第二幕·场景1,a2s1,41,,,旁白,"Veteris is a strange wolf, no question about that, but he's rarely shown concern or worry for me, and that alone is enough for me to heed his advice.",
2174,第二幕·场景1,a2s1,43,,,旁白,"I look around at the empty courtyard for a moment longer, trying to see what Veteris might be so worried about, but I have to give up after a few seconds and follow him into the palace.",
2175,第二幕·场景1,a2s1,52,,,旁白,"I'm first hit with the smell of something herbal with a hint of spice to it, an unfamiliar incense I can't place.",
2176,第二幕·场景1,a2s1,53,,,旁白,"My focus is on the walkway that stretches out before me, seeming to reach an impossible length.",
2177,第二幕·场景1,a2s1,54,m,Scipio,台词,"""The distance seems... excessive?""",
2178,第二幕·场景1,a2s1,55,,,旁白,Veteris waves his paw almost dismissively at the architecture.,
2179,第二幕·场景1,a2s1,56,ve,Veteris,台词,"""Remember Scipio, they use illusions to make their spaces seem larger than they are.""",
2180,第二幕·场景1,a2s1,57,m,Scipio,台词,"""Oh, yes.""",
2181,第二幕·场景1,a2s1,58,,,旁白,"Sure enough, I hear Brunis's voice, sounding much closer than I would have expected as we reach the end in under half a minute.",
2182,第二幕·场景1,a2s1,60,n,Neferu,台词,"""Skip! We almost came out to look for you two. You know someone with fur as thick as a wolf is at risk of heat stroke out here.""",
2183,第二幕·场景1,a2s1,61,m,Scipio,台词,"""Oh, we were just enjoying the scenery and architecture. Even the entrance is curious.""",
2184,第二幕·场景1,a2s1,63,n,Neferu,台词,"""Yes, it must be strange compared to Adastran architecture. Those who built the palace and other historical buildings on this planet did so based on the visions seen by early contact with our Parent.""",
2185,第二幕·场景1,a2s1,66,ve,Veteris,台词,"""The {i}Kemetarians{/i} are a mysterious bunch, aren't they?""",
2186,第二幕·场景1,a2s1,68,n,Neferu,台词,"""Aren't all Parents?""",
2187,第二幕·场景1,a2s1,70,ve,Veteris,台词,"""To differing degrees, yes.""",
2188,第二幕·场景1,a2s1,72,,,旁白,"I quickly fill the silence as I feel Veteris almost trying to provoke the answer he wants out of Neferu, which isn't going to work.",
2189,第二幕·场景1,a2s1,73,m,Scipio,台词,"""Well, I suppose with our Parent, the {i}Romanus{/i}, we know a little bit about them, such as their arrival to our galaxy in tandem with the {i}Galenians{/i}.""",
2190,第二幕·场景1,a2s1,76,,,旁白,"Brunis, deciding he safely wasn't of interest to Veteris anymore, finally relaxes and speaks up.",
2191,第二幕·场景1,a2s1,78,br,Brunis,台词,"""Yeah, we know more about your Parent than our own, but that's probably because of what happened between Adastra and Omorfa, right?""",
2192,第二幕·场景1,a2s1,80,m,Scipio,台词,"""Probably. You're speaking of the attempted interference by the Galenians and Romanus during our third war with Omorfa?""",
2193,第二幕·场景1,a2s1,82,ve,Veteris,台词,"""Oh yes, when they stopped our stretch drives from working and lit up our skies with omens of old wolven gods and pleas for peace.""",
2194,第二幕·场景1,a2s1,83,ve,Veteris,台词,"""Maybe that's why we're so behind technologically; Parents with no self-control!""",
2195,第二幕·场景1,a2s1,84,,,旁白,I just let Veteris talk at this point.,
2196,第二幕·场景1,a2s1,85,,,旁白,"While I know little about gathering information, maybe Veteris should have been learning himself.",
2197,第二幕·场景1,a2s1,87,n,Neferu,台词,"""I believe they were well-intentioned, but desperate. The deep bond between Omorfa's and Adastra's Parents created intense, emotional distress to the point that they broke their promise to sapient agency.""",
2198,第二幕·场景1,a2s1,89,n,Neferu,台词,"""That war was especially horrific. If there was a time to step in to stop senseless killing, that would have been it.""",
2199,第二幕·场景1,a2s1,93,ve,Veteris,台词,"""Most, including myself, believe the Kemetarians are the de facto leaders of the Parents, and likely brought the Romanus and Galenians to heel shortly after.""",
2200,第二幕·场景1,a2s1,95,br,Brunis,台词,"""I mean, didn't Khemia broker peace between Omorfa and Adastra like, right after that?""",
2201,第二幕·场景1,a2s1,97,ve,Veteris,台词,"""But likely with the guidance of your Parent, correct? You have a method of communication with them, I assume.""",
2202,第二幕·场景1,a2s1,99,n,Neferu,台词,"""Only pharaohs and the appropriate officials know the answers to those questions.""",
2203,第二幕·场景1,a2s1,100,,,旁白,I step in again.,
2204,第二幕·场景1,a2s1,101,m,Scipio,台词,"""The Kemetarians, don't they have a close relationship with the Taharkans' Parent, the {i}Kushari{/i}? They didn't come from the same Galaxy, did they?""",
2205,第二幕·场景1,a2s1,103,n,Neferu,台词,"""No, but they originated from the same uplifter, and by chance, met in this galaxy hundreds of millennia later.""",
2206,第二幕·场景1,a2s1,105,n,Neferu,台词,"""Seemingly not as complex or as close a relationship as Omorfa's and Adastra's Parents, but yes, some sort of bond developed early before this galaxias's history.""",
2207,第二幕·场景1,a2s1,109,ve,Veteris,台词,"""Which is why the lions came to your aid to win the second war between Adastra and Khemia! They are the second most advanced Sibling. That's rather curious, too.""",
2208,第二幕·场景1,a2s1,111,br,Brunis,台词,"""Well, yeah but that's because we, the Siblings, are also close allies.""",
2209,第二幕·场景1,a2s1,112,,,旁白,"Veteris's clumsy and scattered attempts to seemingly make the Khemians slip up is bewildering, and I'm having trouble following along myself.",
2210,第二幕·场景1,a2s1,113,,,旁白,"This talk of history, along with Sibling-Parent relations that are complex and hard to understand reminds me that I don't need to understand.",
2211,第二幕·场景1,a2s1,114,,,旁白,"I'm part of the plan, yes, but a small part that is currently spanning the cosmic microsecond that is my life.",
2212,第二幕·场景1,a2s1,115,,,旁白,{i}Promise to sapient agency...{/i},
2213,第二幕·场景1,a2s1,116,,,旁白,I take advantage of the lull in conversation to change the subject.,
2214,第二幕·场景1,a2s1,117,m,Scipio,台词,"""Neferu, do you know where or when I should meet Aya? She said she wanted to have a private conversation with me.""",
2215,第二幕·场景1,a2s1,119,n,Neferu,台词,"""No idea, and she never thinks to tell anyone. Her duties require her to be elsewhere several times throughout the day. She'll show up again soon, though.""",
2216,第二幕·场景1,a2s1,124,,,旁白,"I nod, and the conversation shifts to lighter things, such as when we can visit the city, and the news is surprising.",
2217,第二幕·场景1,a2s1,126,br,Brunis,台词,"""Actually, I was briefed by Ahm when we got here, and I guess a few extremist groups have become more... extreme. Security will have to be tight so probably no casual visits to the city.""",
2218,第二幕·场景1,a2s1,127,,,旁白,"My heart sinks in pure disappointment, and it must show on my face.",
2219,第二幕·场景1,a2s1,129,br,Brunis,台词,"""Sorry, Skip. Wish they'd told me while we were on Adastra. Feels like the whole planet changed while--""",
2220,第二幕·场景1,a2s1,131,n,Neferu,台词,"""Which groups, Brunis?""",
